rate,comment
width: 20%;,"Tôi mua sản phẩm dịp gần Tết Nguyên đán, lúc đó không dùng đến, nghỉ tết xong mới phát hiện thiết bị bị lỗi kỹ thuật, tiến hành đăng ký bảo hành đơn hàng #698163648 từ 8/2 đến giờ chưa có thông tin gì. Đơn vị bán hàng đã dởm mà Tiki cũng không care cho thành viên của họ luôn. Đáng thất vọng."
width: 20%;,rắt rất ko hài lòng về thiết bị chỉ xài đúng 4 tiếng đồng hồ là mấtkeest nối . khởi động lại im luôn . gọi đổi trả thì ko đến nhận . nhân viên giao nhận thì gọi gởi tin nhắn hủy . ko biết hỉai quyết như thế nào. gọi điện hot lai thì mất hết cạc 50.000đ . lại trời tiki xin đừng lường gạt kiểu này .không biết chính quyền khi nào dòm ngó dùm.??
width: 20%;,"tôi mới nhận được camera của quý cửa hàng ship cho tôi
về mở ra tôi thật sự thất vọng vì hình ảnh camera của tôi không giống với hình ảnh quảng cáo !!! khi cài đặt xong thì mở video giám sát mở cả âm thanh thì nghe hú ko nghe được gì cả !!!
mong quý cửa hàng sớm trả lời cho tôi được cảm thấy tôn trọng và tiếp tục xử dụng app và dịch vụ của quý cửa công ty"
width: 40%;,hàng không giống như quảng cáo. thật thất vọng khi đặc niềm tin với kiti. bao bì không giống như quảng cáo. chỉ bấy nhiêu là đã ko tin tương rồi huóng chi phải nói đến chất lượng của sản phẩm rất mong kiti xem xét lại
width: 40%;,Mình có mua camera này. sản phẩm bị lỗi và nhà cung cấp đã lấy về bảo hành. Tuy nhiên đã rất lâu không nhận được phản hồi như thế nào. đã gọi đến tiki để phản ảnh 2 hoặc 3 lần nhưng vẫn chưa nhận được phản hồi từ tiki hay nhà cung cấp
width: 20%;,Mua về thì k sử dụng đc. Liên hệ tổng tài nói cho nv đến hỗ trợ chờ dài cổ cũng k thấy. Đến khâu đổi hàng cũng phải đợi gọi nhắc 4-5lần. Cuối cùng hoàn tiền lại cũng phải đợi cả tuần vì phải thông qua ngân hàng. Chán thật sự!!!!!!
width: 40%;,"sản phẩm mới mua về test không kết nối được wifi , cài đặt lỗi . Sử dụng cáp thì cài đặt rất khó khăn mới vào được . sau 30p camera kết nối được . Sử dụng được 3p ngoại tuyến và không kết nối được luôn ."
width: 40%;,Mình mới mua camera này khoảng tuần lúc đầu camera hoạt động tốt . Tại sao ngày hôm nay nó chuyển sang màu hồng .  Mồng tiki hỗ trợ xem lại kỉ thuật sản phẩm . có đổi hay sữa lại đc ko .mong tiki hỗ trợ
width: 20%;,cam này mình mua được 3 ngày. cứ xem được tầm 1h lại bị lỗi kết nối thiết bị ngoại tuyến. mà wifi rất khoẻ. điện thoại laptop vẫn đang dùng bình thường. giờ mình muốn đổi thì gửi thế nào vậy tiki
width: 20%;,shop này sao đưa nhầm camera hả. trong hình tôi mua có chỗ gắn thẻ nhớ. sao đưa camera lại ko có chỗ nào gắn thế này. mong bên tiki làm việc lại với bên nhà cung cấp. cám ơn nhiều
width: 20%;,"Hàng quá TỆ
Hàng ko như quản cáo
1. Không có nút reset
2. Không có cổng Lan
3. Không có cổng gắn thẻ nhớ

Đề nghị đổi được hàng"
width: 20%;,"Hàng gửi về cho tôi bị lỗi, cam mờ nhìn không thấy gì, tôi rất bận không có thời gian đổi trả với lại số tiền ít nên tôi bỏ luôn, không mua thêm gì ở đây nữa!"
width: 40%;,Quảng cáo camera 3 râu nhưng thực chất chi có 1 râu . 2 râu giả. Chất lượng hình ảnh chỉ có HD. Hình ảnh bệt và mờ.. camera bị trầy nhiều nhìn khá cũ. Shop làm ăn ko tốt
width: 40%;,😴😂😂😂😂😂😂😂😂😂😂🤣😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😅😅😅😅😂😂😂😂😂😂😂😂😂😂😂😂😂
width: 40%;,Mình moi mua gần đây 2 cái mà 1 cái cứ bị màu hồng tắt mở lại mấy lần thì coi đc 1 hồi lại bị lại . Tiki coi đổi trả được ko au
width: 20%;,"Lừa đảo, camera không có đàm thoại 2 chiều mà quảng cáo có, yêu cầu không quảng cáo sai sự thật, gây thất vọng người mua, người ta cần đàm thoại 2 chiều"
width: 40%;,"Sp dùng ok tuy nhiên mình đặt mua kèm thẻ nhớ 32G, nhưng khi giao hàng lại thiếu thẻ nhớ (tiền thanh toán đầy đủ), rất là thất vọng với đợt giao hàng này của Tiki."
width: 20%;,Bán hàng lừa đảo. Đặt mua loại 1080P có khe cắm thẻ nhớ thì giao loại 720p không thẻ nhớ mà cũng k có bộ nhớ trong không kết nối được điện thoại.
width: 20%;,tôi có mưa 1 camera này nhưng về khó co khe cắm thẻ nhớ yêu cầu nhà bạn hàng chỉ giúp khe cắm thẻ nhớ
width: 20%;,"Sản phẩm của mình như này là giả nhỉ, sao chả có chỗ cắm j vậy, điếc đặc"
width: 20%;,"Camera không có khe lắp thẻ nhớ, không có nút reset"
width: 20%;,Không kết nối được. Cần được tiki liên hệ bảo hành
width: 40%;,"Mua về, nhờ người lấy hộ không kiểm tra. Đến khi kiểm tra thì cắm nguồn camera không lên. Kiểm tra cuối cùng thì sạc dởm. mất toi thêm mấy chục ngàn đi mua sạc"
width: 20%;,sản phẩm quá kém. mua về ko kết nối wf được. gọi bảo hành thì kêu chờ... mất thời gian...hy vọng mọi người đừng mua về tốn tiền ko đc gì
width: 20%;,"sản phẩm không đúng như quảng cáo.không lưu được video,k chuyển động theo các vật di chuyển,không đàm thoại được 2 chiều.kết nối rất chậm"
width: 20%;,"lừa đảo, không có khe the nho, ko ket noi đc voi wifi, yeu cau đoi hang ngay lap tuc"
width: 40%;,camera mua đc gần 6 tháng nay bị sọc dọc màn hình... làm thế nào để được shop đổi mới hoặc bảo hành
width: 20%;,"Camera chỉ dùng được 1 ngày, sau đó bị tê liệt, tóm lại tiền mất, tật mang! Lưu ý các a chị không nên mua sản phẩm trên!"
width: 20%;,Không cài đặt được. Cắm điện vào máy tự quay chĩa mãi lên trời không cách nào cài đặt được.
width: 20%;,"Làm ăn lừa đảo, gửi camare mà không thể kết nối được mặc dù đã dùm nhiều cách! Đề nghị quý cty đổi cái mới !"
width: 20%;,đem về 1 tuần dùng thử 1 đêm ra như thế này thì hk biết tin được bên tiki nữa ko
width: 40%;,"giao hàng k có chuôi cắm vào nguồn điện, k có ốc vít vặn nữa"
width: 40%;,"Camera có chất lượng kết nối wifi rất kém, hình ảnh hiển thị thì oke. Nên ra ngoài hàng để mua và kiểm tra trực tiếp sẽ tốt hơn"
width: 20%;,"trên sp thì ghi hỗ trợ thẻ nhớ 64GB, mà nhận hàng thì không có cái thẻ nào hết. vậy mình phải gọi ai để hỏi vậy TIKi?"
width: 20%;,"Tiki giao hàng ko đúng, ko có khe thẻ nhớ. Đề nghị đổi lại"
width: 40%;,"Mua về hướng dẫn bằng tiếng anh kết nối bước cuối cùng không được cho video 
 đi"
width: 20%;,Lần đầu tôi đạt mua gửi hàng về ko đúng với quảng cáo ko thể két nối dc !đề nghị dc giải quyết
width: 40%;,Camera cứ hiện mạng bận trong khu wifi mạnh ko biết ntn . Shop xem hổ trợ hoặc đổi dùm . Vì mình mua dùm hơi mắc công
width: 40%;,Mình mua 2 cái sử dụng được 1 cái còn 1 cái không kết nối được mình mong shop đổi cái khác cho mình
width: 20%;,shop ban quang cao la may pull HD nhung may lai kg co chi co HD ma thoi... vay la sao mong shop giai thich gium cam on...
width: 20%;,ko thể tìm dc nút reset đâu.mua 3 cái mà 1 cái ko thể quét QR để cài tb.yêu cầu shop liên hệ đổi trả
width: 20%;,sao hồng ngoại ban đêm cứ nhấp nháy hoài vậy shop
width: 40%;,"Mình đã mua và sản phẩm đã hư ko sử dụng được, nhờ shop xem chính sách bảo hành như thế nào nhé"
width: 20%;,Sản phẩm bảo hành quá tệ. Sau 2 tuan su dung bảo hành 2 lần máy ko còn con vít
width: 20%;,"Sản phẩm lỗi
Sai với thông tin được đăng
Chất lươnhj hình ảnh thấp
Không kết nối và xem qua máy tính được"
width: 40%;,ko có thẻ nhớ kem theo. trên shop có kèm nhưng mở ra ko có. phải mua thêm thể nhớ riêng
width: 20%;,"Mình mua 2 cái mà dỡ ra dùng đc một cái ah còn một cái chưa xài đã hư ,mong tiki sớm hồi đáp"
width: 20%;,mua camera ba râu. về mở ra không có râu nào. bọn lừa đảo.
width: 20%;,Tại sao ko có thẻ nhớ kèm theo? Cái này liệu bên shop nhận lại giúp mình sản phẩm. Mình ko mua nữa.
width: 20%;,mang tiếng 3 râu nhưng thực chất chỉ một râu 2 cái còn lại chỉ để lừa tình thôi
width: 20%;,"Tôi có mua 2 cái, mà bị lỗi 1 cái không dùng được. Mong Tiki đỗi sớm lại cho tôi, thanks."
width: 20%;,Sạc căm vào không khởi động được. Rất thất vọng về hàng của tiki lần này.
width: 20%;,hạng quá tệ mới mua về dùng đc 5 phút. sau 5 phút ko hoạt động
width: 40%;,Đánh giá là cam này hồng ngoại ban đêm quá kém so với tầm giá tiền.
width: 40%;,mẫu mình đặt là 11 đèn led mà khi nhận thì có 10 đèn led. loa khi đàm thoại thì ko rõ.
width: 20%;,sản phân mua về không đúng như lần mua trước .hình ảnh bị mờ.3 cái thì 1 cái bị lỗi
width: 20%;,sản phẩm bị lổi không nhận wifi. tôi muốn đổi lại sản phẩm mới
width: 20%;,Sản phẩm quá tệ. Không kết nối wifi được. Phải kết nối dây mạng
width: 40%;,"camera quay chuyển động không theo thời gian thực,rất chậm,giât lag kinh khủng"
width: 20%;,"giao ko đúng hàng ,mất thời gian đoi trả ,mong rằng các đơn vị bán hàng có tâm 1 chút"
width: 20%;,hàng lỗi chop ko coi dc ko ghi hinh lại dc yêu câu tiki giải quyêt
width: 20%;,Tệ . Đem về kết nối mấy lần không được mình đập nát luôn
width: 20%;,"Vui lòng hỗ trợ giúp em , camera không xem được hình ạ"
width: 40%;,Trên web thì có kèm thẻ nhớ mà mình nhận thì không thấy thẻ đâu???
width: 20%;,hàng bị lỗi có chấm xanh mong được hoàn trả lại hang
width: 20%;,"Sản phẩm không đúng như hình, không có khe cắm thẻ nhớ"
width: 20%;,sản phẩm thì lỗi ko dùng dc. may mà tiki hỗ trợ trả hàng tuyệt vời.
width: 40%;,ko hài lòng sản phẩm kém lúc kết nối dk lúc ko
width: 20%;,bắt sống wife yếu. điều chỉnh xoay camera châm
width: 20%;,Chất lượng chưa biết sao mà mua thấy shop bán giá rất lung tung.
width: 20%;,Quá tệ. Đổi 1 lần vẫn lỗi. Ko hoạt động
width: 20%;,Camera lè full HD mà chất lượng hình ảnh kém thật
width: 20%;,Tai sao minh cái dat không được vay .buc minh lam .nho ho tro minh cái
width: 40%;,san pham k đung nhu quang cao toi can đổi lại
width: 20%;,"Giao sản phẩm thiếu phụ kiện
Sản phẩm bị lỗi phần cứng"
width: 20%;,mua 2 cái thì đc 2 ngày 1 cái ko hoạt động . nản thật
width: 20%;,Về sử dụng vài ngày thì mất nguồn
width: 40%;,s mk nhận hàng mà camera kêta nối intenet ko dây ko được v
width: 20%;,chất lượng bắt sóng quá kém
width: 20%;,chât  lượng  kém ko nên mua
width: 20%;,
width: 20%;,
width: 20%;,
width: 20%;,
width: 20%;,
width: 20%;,
width: 20%;,
width: 20%;,
width: 20%;,"Shop không lắng nghe người dùng. Chất lượng hình ảnh không rõ nét yêu cầu bù thêm tiền được đổi hàng thì không cho mặt dù đã liên hệ 3 lần, mọi người nên cân nhắc đừng để trường hợp bỏ của chạy lấy người."
width: 20%;,"Tôi đã rất ngạc nhiên khi đặt hàng ngày hôm trướ, thì hôm sau đã giao hàng đến nhà , trong khi thông báo dự kiến giao hàng là 5 ngày sau khi nhận đơn hàng. (điều này là bình thường vì tôi biết là nhà bán hàng ở tỉnh/TP khác).
Nhưng do tôi đi công tác, khi về nhà thì đơn hàng đã giao được hơn 15 ngày. Mở bao bì, cắm điện và ... máy liên tục hiện đèn đỏ, reset lại mấy lần vẫn kg đc.
Kg thể trả hàng do nhận hàng đã lâu ! tôi thật sự thất vọng với Tiki & nhà bán hàng này (lưu ý là tôi đã mua 6 cái camera loại này từ Tiki).
Binh."
width: 20%;,"camera hoạt động tốt ,nhưng khi lắp đật thẻ nhớ micro SD EVO Plus 32GB của Samsung khi chạy khởi động thẻ đến khoảng 80% thì đứng, tiếp tục cài thẻ nhớ 64 GB hiệu Kingston chạy khởi động cũng đến 88% thí đứng lấy ra format trên máy tính găn vào Cam thì vẫn như cũ .sau vài lần lấy ra lắp lại thi hiện tại Cam không nhận thẻ nhớ nữa. tình trạng vậy là sao, tôi dùng toàn thẻ mới cả. Hãy giúp tôi khắc phục. Cám ơn"
width: 40%;,sản phẩm Tôi mua 20 cái sử dụng được mấy tháng tự nhiên ko xem được hình . mang xuống cài đặt lại cũng ko được.  phocmat rồi cài đặt lại cũng ko được. (  bị 5 cái ) rút thẻ nhớ ra phocmat lại rồi cài đặt lại cũng ko được cam cứ nói nhất nút phocmat lại làm nhiều lkamf ko cài được rút điện ra nghỉ 30 phút cài lại vẫn ko được.  Đổi cài đặt có dây cũng ko được.  shop cho kỹ thuật hướng dẫn sử lý
